loan_id,age,income_annual,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,home_ownership,loan_purpose,num_prior_loans,has_collateral,education_level,defaulted
L0003430,39,38361.0,9.9,36278.0,24,683,0.18,mortgage,car,0,1,master,0
L0003431,31,47804.0,0.7,8998.0,36,692,0.452,rent,car,0,0,bachelor,0
L0003432,46,46057.0,0.7,2136.0,36,705,,rent,car,3,0,high-school,1
L0003433,34,41904.0,5.0,26470.0,24,745,0.241,rent,home-improvement,0,0,high-school,1
L0003434,40,60936.0,2.9,17518.0,24,727,0.462,mortgage,home-improvement,0,0,high-school,0
L0003435,54,90396.0,4.8,55491.0,48,850,0.042,rent,credit-card,0,1,master,0
L0003436,41,76757.0,9.2,53278.0,24,779,0.056,mortgage,car,3,1,master,0
L0003437,28,22556.0,6.2,40271.0,36,647,0.405,rent,debt-consolidation,0,0,bachelor,0
L0003438,44,55070.0,3.5,3684.0,36,752,0.126,rent,credit-card,2,1,bachelor,0
L0003439,64,146740.0,6.9,8270.0,36,687,0.423,rent,debt-consolidation,2,1,bachelor,1
L0003440,59,56363.0,6.2,16893.0,36,735,0.212,mortgage,debt-consolidation,3,0,phd,0
L0003441,29,46601.0,3.1,39653.0,48,712,0.237,mortgage,home-improvement,1,0,bachelor,0
L0003442,61,96141.0,2.5,33641.0,24,566,0.398,rent,other,2,0,master,1
L0003443,62,53467.0,10.3,6923.0,36,640,0.108,rent,debt-consolidation,1,0,bachelor,1
L0003444,53,91599.0,1.5,43935.0,36,700,0.583,rent,home-improvement,5,0,master,1
L0003445,65,50162.0,15.2,4564.0,36,742,0.259,rent,other,0,0,bachelor,0
L0003446,49,65223.0,5.8,43737.0,36,612,0.22,mortgage,debt-consolidation,3,0,high-school,1
L0003447,69,40635.0,0.3,56843.0,60,787,0.35,mortgage,small-business,2,0,bachelor,0
L0003448,26,84741.0,2.4,23722.0,24,753,0.106,rent,small-business,2,1,bachelor,0
L0003449,21,52904.0,4.1,50032.0,36,621,0.017,own,other,0,0,bachelor,1
L0003450,41,57364.0,4.2,59014.0,24,689,0.118,rent,debt-consolidation,2,1,bachelor,0
L0003451,44,82399.0,7.8,7739.0,60,753,0.237,rent,small-business,1,1,high-school,0
L0003452,48,66565.0,1.8,7384.0,48,773,0.304,own,debt-consolidation,3,0,high-school,0
L0003453,59,50121.0,5.8,30998.0,24,595,0.073,rent,credit-card,0,0,bachelor,0
L0003454,58,28970.0,2.9,58287.0,24,644,0.285,own,credit-card,3,0,master,1
L0003455,66,51503.0,3.6,40405.0,36,762,0.378,mortgage,small-business,3,0,high-school,0
L0003456,35,46084.0,8.5,15002.0,36,610,0.39,mortgage,debt-consolidation,1,0,bachelor,1
L0003457,46,54544.0,1.4,20545.0,36,732,0.248,rent,debt-consolidation,1,0,bachelor,0
L0003458,51,49248.0,1.3,4574.0,36,689,0.146,rent,debt-consolidation,0,0,high-school,0
L0003459,32,95135.0,1.1,12875.0,36,675,0.442,mortgage,home-improvement,5,0,high-school,0
L0003460,47,68884.0,11.6,47464.0,24,525,0.18,rent,home-improvement,2,0,high-school,0
L0003461,38,46289.0,4.3,59167.0,24,764,0.199,rent,credit-card,0,1,bachelor,0
L0003462,39,73981.0,3.9,55507.0,24,638,,mortgage,car,1,1,bachelor,0
L0003463,40,103465.0,4.5,18315.0,36,648,0.048,rent,credit-card,1,0,bachelor,0
L0003464,45,40660.0,9.9,55789.0,12,723,0.416,own,car,0,0,high-school,0
L0003465,59,48857.0,2.3,14153.0,24,690,0.474,mortgage,debt-consolidation,1,0,bachelor,0
L0003466,24,39920.0,2.8,14941.0,36,690,0.362,mortgage,home-improvement,0,0,phd,0
L0003467,66,63862.0,3.1,9464.0,36,679,0.397,mortgage,small-business,1,0,bachelor,0
L0003468,31,138378.0,8.9,43175.0,36,651,0.281,rent,other,3,0,bachelor,0
L0003469,43,92231.0,1.2,16716.0,48,646,0.381,rent,small-business,1,0,high-school,0
L0003470,57,46947.0,2.4,29563.0,60,731,0.292,rent,home-improvement,1,1,bachelor,0
L0003471,67,72257.0,4.2,20809.0,24,623,0.17,own,car,0,0,bachelor,0
L0003472,22,94350.0,5.2,9120.0,24,644,,own,debt-consolidation,2,0,bachelor,0
L0003473,54,26049.0,3.5,12799.0,48,693,0.346,mortgage,other,1,0,bachelor,0
L0003474,48,34574.0,4.7,11206.0,36,733,0.148,rent,car,1,1,bachelor,1
L0003475,43,82387.0,6.6,15028.0,12,637,0.31,own,credit-card,0,1,bachelor,0
L0003476,42,27922.0,2.7,21986.0,60,632,0.288,mortgage,car,1,0,master,0
L0003477,26,55953.0,2.2,31464.0,48,669,0.297,mortgage,home-improvement,0,0,high-school,1
L0003478,26,75100.0,5.0,14567.0,12,627,0.529,mortgage,car,2,0,master,1
L0003479,45,62613.0,3.6,40108.0,24,681,0.067,mortgage,debt-consolidation,2,0,bachelor,0
L0003480,58,51929.0,7.6,17050.0,60,532,0.243,rent,car,0,0,high-school,0
L0003481,40,100607.0,12.9,13623.0,36,794,0.257,rent,debt-consolidation,2,0,high-school,0
L0003482,56,78877.0,5.1,53775.0,24,684,0.343,rent,debt-consolidation,1,0,high-school,0
L0003483,27,146183.0,2.4,15726.0,24,564,0.223,own,debt-consolidation,2,0,master,0
L0003484,50,32733.0,9.3,19602.0,24,649,0.338,mortgage,debt-consolidation,1,1,bachelor,0
L0003485,64,42746.0,2.8,29682.0,48,693,0.036,mortgage,debt-consolidation,2,0,high-school,0
L0003486,21,52601.0,18.4,54026.0,48,680,0.178,rent,home-improvement,4,0,master,0
L0003487,26,97313.0,,50242.0,48,596,0.249,rent,credit-card,4,0,bachelor,1
L0003488,55,75670.0,5.0,15173.0,60,775,0.403,rent,credit-card,4,0,high-school,0
L0003489,66,45141.0,4.8,2603.0,60,749,0.542,rent,home-improvement,1,0,bachelor,0
L0003490,52,34879.0,2.2,24352.0,12,597,0.138,rent,small-business,0,0,high-school,0
L0003491,22,33191.0,7.9,23797.0,24,711,0.341,mortgage,home-improvement,1,0,bachelor,0
L0003492,28,118730.0,10.9,14025.0,24,624,0.255,mortgage,home-improvement,0,0,bachelor,0
L0003493,30,53600.0,5.3,34274.0,36,593,0.338,rent,debt-consolidation,0,1,bachelor,0
L0003494,25,59258.0,2.9,55128.0,36,624,0.413,mortgage,debt-consolidation,1,1,phd,1
L0003495,55,34634.0,2.7,4923.0,60,740,0.499,rent,credit-card,1,0,bachelor,0
L0003496,34,54942.0,1.4,46161.0,36,617,0.512,rent,debt-consolidation,0,1,high-school,0
L0003497,67,36848.0,11.1,9194.0,48,706,0.493,rent,car,0,0,high-school,0
L0003498,29,57485.0,2.3,51199.0,24,587,0.136,mortgage,debt-consolidation,0,0,high-school,0
L0003499,23,46646.0,1.3,46243.0,24,735,0.325,own,car,2,0,bachelor,0
L0003500,61,39281.0,3.3,37169.0,12,667,0.551,mortgage,debt-consolidation,1,0,bachelor,1
L0003501,33,92875.0,1.0,52355.0,24,717,0.298,mortgage,credit-card,0,0,bachelor,0
L0003502,58,96351.0,9.1,43371.0,24,601,0.32,own,credit-card,1,0,high-school,0
L0003503,50,67724.0,4.7,54053.0,36,837,0.059,mortgage,other,3,0,bachelor,0
L0003504,57,24154.0,3.8,36482.0,48,822,0.39,own,debt-consolidation,0,0,master,1
L0003505,67,33676.0,0.9,12972.0,48,509,0.306,own,car,0,0,bachelor,0
L0003506,26,34319.0,0.5,30151.0,48,777,0.277,own,debt-consolidation,0,0,master,0
L0003507,41,126276.0,5.7,16945.0,24,699,0.184,own,debt-consolidation,1,0,master,1
L0003508,26,87280.0,5.0,55729.0,12,722,0.225,rent,other,3,0,master,0
L0003509,49,99860.0,5.8,19812.0,36,717,0.203,mortgage,home-improvement,2,0,high-school,0
L0003510,65,38684.0,2.0,36310.0,60,752,0.267,rent,small-business,0,0,high-school,0
L0003511,38,27167.0,1.1,25978.0,36,646,0.222,rent,small-business,2,0,bachelor,1
L0003512,45,85604.0,7.3,7163.0,48,583,0.047,mortgage,debt-consolidation,1,1,bachelor,0
L0003513,27,19530.0,2.8,14864.0,60,642,0.221,rent,small-business,3,0,bachelor,0
L0003514,26,56185.0,1.2,11250.0,36,633,0.148,rent,credit-card,0,1,bachelor,0
L0003515,22,71099.0,5.6,25792.0,24,690,0.021,mortgage,other,2,0,bachelor,0
L0003516,39,32727.0,3.2,29489.0,48,688,0.11,mortgage,debt-consolidation,0,0,bachelor,0
L0003517,53,106869.0,5.8,17724.0,36,653,0.421,rent,debt-consolidation,0,0,bachelor,1
L0003518,21,47659.0,9.3,53558.0,60,640,0.017,rent,debt-consolidation,1,0,bachelor,1
L0003519,63,62752.0,1.8,7017.0,36,736,0.457,rent,credit-card,1,1,high-school,0
L0003520,51,68858.0,9.4,27045.0,60,614,0.169,mortgage,debt-consolidation,0,0,high-school,0
L0003521,29,59006.0,4.2,5396.0,36,742,0.126,own,credit-card,1,0,high-school,0
L0003522,44,42067.0,2.1,41310.0,60,685,0.378,mortgage,small-business,0,0,bachelor,1
L0003523,49,37605.0,4.5,22398.0,36,650,0.53,mortgage,debt-consolidation,0,0,high-school,0
L0003524,64,64309.0,5.4,51012.0,24,619,0.052,mortgage,debt-consolidation,1,0,bachelor,0
L0003525,57,71853.0,5.5,44860.0,36,787,0.382,own,debt-consolidation,0,0,high-school,0
L0003526,62,84127.0,12.3,22678.0,12,567,0.356,own,credit-card,1,0,high-school,0
L0003527,35,50680.0,1.4,57221.0,48,720,0.106,rent,debt-consolidation,1,1,bachelor,0
L0003528,23,56152.0,6.1,35524.0,48,680,0.01,own,small-business,0,1,high-school,0
L0003529,39,36418.0,2.4,22247.0,60,671,0.508,mortgage,debt-consolidation,0,0,bachelor,0
L0003530,64,85832.0,7.4,24599.0,48,599,0.283,rent,home-improvement,1,0,phd,0
L0003531,66,37013.0,12.0,42179.0,12,635,0.44,mortgage,car,1,0,bachelor,1
L0003532,43,70639.0,3.4,27783.0,60,850,0.196,rent,car,0,0,bachelor,0
L0003533,37,85497.0,5.1,39588.0,36,766,0.345,mortgage,debt-consolidation,0,0,bachelor,0
L0003534,50,84852.0,13.7,17485.0,36,760,0.442,rent,debt-consolidation,1,1,bachelor,0
L0003535,34,29355.0,2.7,14443.0,36,739,0.225,own,home-improvement,0,0,high-school,0
L0003536,27,27042.0,10.7,36688.0,36,708,0.288,rent,debt-consolidation,1,0,high-school,1
L0003537,25,35827.0,7.3,20798.0,36,791,0.236,rent,other,2,0,bachelor,0
L0003538,68,33652.0,9.0,50914.0,48,705,0.217,own,car,0,1,high-school,1
L0003539,50,140128.0,2.4,51630.0,12,850,0.135,own,small-business,1,0,high-school,0
L0003540,58,63994.0,2.9,21201.0,24,779,0.539,rent,debt-consolidation,0,0,master,0
L0003541,43,30654.0,6.1,6881.0,48,715,0.079,rent,small-business,3,1,phd,1
L0003542,36,34617.0,5.5,24180.0,36,736,0.319,rent,car,1,0,bachelor,0
L0003543,68,109567.0,6.2,10627.0,36,686,0.102,rent,other,1,1,high-school,0
L0003544,68,97010.0,1.7,55000.0,36,813,0.331,mortgage,debt-consolidation,1,1,high-school,0
L0003545,50,29854.0,3.0,46188.0,12,650,0.119,own,other,0,0,bachelor,1
L0003546,66,76784.0,2.5,15454.0,48,737,0.218,mortgage,home-improvement,0,0,master,0
L0003547,32,47019.0,2.8,34641.0,48,700,0.085,own,home-improvement,0,1,bachelor,0
L0003548,26,49431.0,7.8,19623.0,36,635,0.455,rent,debt-consolidation,2,0,bachelor,1
L0003549,23,29446.0,6.6,49822.0,48,720,0.4,rent,car,2,0,high-school,1
L0003550,38,45374.0,3.4,59679.0,36,499,0.218,mortgage,debt-consolidation,0,0,bachelor,1
L0003551,65,33994.0,2.1,39035.0,36,753,0.189,rent,credit-card,3,1,master,1
L0003552,25,95743.0,8.6,12166.0,12,799,0.105,mortgage,debt-consolidation,1,0,high-school,0
L0003553,57,35036.0,0.6,12210.0,60,654,0.524,own,debt-consolidation,0,0,bachelor,1
L0003554,30,91260.0,18.1,34752.0,36,666,0.318,rent,debt-consolidation,0,0,high-school,0
L0003555,50,45502.0,1.3,40773.0,60,678,0.231,rent,car,1,0,bachelor,1
L0003556,62,22816.0,5.3,57376.0,36,763,0.604,own,home-improvement,1,0,master,1
L0003557,43,40233.0,16.0,19233.0,24,798,0.068,own,debt-consolidation,1,0,high-school,0
L0003558,48,30559.0,7.1,15438.0,48,782,0.318,mortgage,other,3,0,master,1
L0003559,23,65818.0,5.7,38933.0,48,773,0.187,rent,car,2,1,high-school,0
L0003560,67,31205.0,1.1,37067.0,60,717,0.161,rent,car,1,0,high-school,1
L0003561,49,43061.0,13.1,34402.0,48,550,0.271,rent,home-improvement,0,0,high-school,1
L0003562,47,60857.0,2.2,42823.0,48,676,0.486,own,credit-card,0,0,high-school,1
L0003563,27,30614.0,9.5,33364.0,12,755,0.178,mortgage,debt-consolidation,1,1,bachelor,0
L0003564,26,98131.0,1.5,4051.0,24,754,0.271,rent,other,1,0,high-school,0
L0003565,58,57503.0,5.7,17999.0,36,677,0.307,mortgage,debt-consolidation,3,0,high-school,0
L0003566,68,54561.0,0.6,53498.0,36,560,0.101,own,debt-consolidation,3,0,phd,1
L0003567,64,26621.0,3.3,41438.0,48,752,0.304,mortgage,credit-card,1,0,high-school,0
L0003568,42,41488.0,3.3,42915.0,36,629,0.358,rent,home-improvement,3,0,master,1
L0003569,66,46269.0,4.4,30502.0,24,629,0.108,rent,home-improvement,2,0,high-school,0
L0003570,55,30101.0,2.5,27178.0,60,763,0.166,mortgage,debt-consolidation,0,0,high-school,0
L0003571,23,77088.0,5.3,48788.0,36,702,0.251,rent,other,0,1,master,0
L0003572,48,52967.0,0.4,56129.0,48,754,0.067,mortgage,debt-consolidation,1,0,bachelor,0
L0003573,42,35314.0,2.9,10008.0,48,594,0.198,own,debt-consolidation,1,1,bachelor,1
L0003574,55,44598.0,2.0,9762.0,24,684,0.188,rent,credit-card,0,1,bachelor,0
L0003575,50,52876.0,3.8,4828.0,36,574,0.256,rent,credit-card,1,0,master,1
L0003576,39,127408.0,10.2,13806.0,12,762,0.425,rent,car,1,1,master,0
L0003577,43,62153.0,1.0,49282.0,12,747,0.135,own,other,1,0,high-school,0
L0003578,26,36047.0,4.9,34402.0,24,623,0.119,own,home-improvement,0,1,high-school,0
L0003579,53,38450.0,1.7,26547.0,24,673,0.305,rent,home-improvement,0,1,bachelor,0
L0003580,46,43193.0,5.9,30920.0,48,733,0.421,rent,debt-consolidation,2,1,high-school,0
L0003581,45,67169.0,5.5,52708.0,36,620,0.146,own,debt-consolidation,1,0,master,1
L0003582,65,61850.0,7.5,49358.0,36,569,0.046,mortgage,home-improvement,2,0,high-school,1
L0003583,26,64065.0,6.5,46668.0,24,687,0.176,mortgage,debt-consolidation,1,0,high-school,0
L0003584,35,49513.0,2.8,13404.0,36,744,0.355,own,home-improvement,0,0,bachelor,0
L0003585,28,25679.0,0.7,40888.0,48,620,0.078,mortgage,credit-card,0,0,master,0
L0003586,43,65985.0,7.6,20623.0,60,784,,own,credit-card,2,0,high-school,0
L0003587,52,36482.0,13.1,29279.0,36,718,0.242,rent,credit-card,0,0,master,0
L0003588,40,65898.0,1.7,10341.0,48,780,0.411,own,debt-consolidation,1,0,master,1
L0003589,60,29674.0,6.2,30353.0,48,616,0.496,rent,credit-card,3,0,high-school,0
L0003590,23,51367.0,1.3,56497.0,36,619,0.294,rent,home-improvement,1,0,bachelor,0
L0003591,21,72100.0,5.0,40903.0,24,643,0.446,mortgage,credit-card,1,0,bachelor,0
L0003592,69,126470.0,12.4,3704.0,36,792,0.271,rent,debt-consolidation,1,1,master,0
L0003593,37,40683.0,6.2,51203.0,36,695,0.069,rent,credit-card,2,0,bachelor,0
L0003594,68,99696.0,1.6,40521.0,48,676,0.089,mortgage,home-improvement,2,0,high-school,0
L0003595,31,82602.0,1.9,26968.0,24,785,0.341,mortgage,car,2,1,high-school,0
L0003596,45,44201.0,7.8,27309.0,24,604,0.069,rent,car,2,0,high-school,1
L0003597,67,52279.0,3.5,46476.0,36,708,0.37,rent,other,0,0,bachelor,0
L0003598,24,40713.0,5.4,17461.0,12,683,0.214,mortgage,other,2,0,high-school,1
L0003599,37,37542.0,1.9,24688.0,36,802,0.139,mortgage,home-improvement,2,0,high-school,1
L0003600,50,27100.0,3.9,47249.0,48,756,0.236,mortgage,other,3,0,master,0
L0003601,43,33392.0,10.9,53154.0,24,655,0.064,mortgage,debt-consolidation,2,0,bachelor,0
L0003602,39,16667.0,7.3,50808.0,12,809,0.195,rent,other,2,0,phd,1
L0003603,56,55586.0,5.1,36373.0,60,702,0.159,rent,credit-card,0,0,bachelor,1
L0003604,35,103493.0,6.0,51322.0,36,730,0.276,rent,debt-consolidation,1,0,high-school,0
L0003605,26,58702.0,10.1,43282.0,36,717,0.302,rent,small-business,0,0,high-school,1
L0003606,46,53846.0,6.7,50024.0,48,809,0.379,rent,debt-consolidation,1,0,phd,0
L0003607,34,40069.0,6.9,17906.0,24,520,0.451,rent,home-improvement,1,0,master,1
L0003608,24,124278.0,,5833.0,48,727,0.084,rent,debt-consolidation,1,0,high-school,0
L0003609,65,84443.0,7.8,58284.0,36,848,0.209,rent,home-improvement,2,0,master,0
L0003610,25,29877.0,3.0,44426.0,24,601,0.222,mortgage,debt-consolidation,3,1,bachelor,0
L0003611,52,135740.0,5.0,52108.0,36,621,0.084,own,debt-consolidation,0,1,bachelor,0
L0003612,43,105637.0,3.1,39294.0,60,706,0.105,mortgage,debt-consolidation,1,0,bachelor,0
L0003613,45,33124.0,3.8,22927.0,48,778,0.074,rent,credit-card,0,0,high-school,0
L0003614,54,75718.0,9.7,30033.0,48,713,0.395,own,credit-card,0,0,high-school,0
L0003615,52,48975.0,9.1,42733.0,36,675,0.283,mortgage,debt-consolidation,0,1,high-school,0
L0003616,32,21959.0,2.3,38029.0,36,689,0.246,rent,home-improvement,4,0,bachelor,1
L0003617,52,35319.0,2.0,3450.0,36,664,0.307,rent,debt-consolidation,0,0,bachelor,0
L0003618,31,75067.0,3.0,40121.0,36,657,0.135,rent,credit-card,0,0,bachelor,0
L0003619,33,70928.0,5.1,26917.0,60,594,0.305,rent,debt-consolidation,2,0,high-school,0
L0003620,66,184599.0,1.9,48488.0,36,838,0.089,mortgage,credit-card,3,0,bachelor,0
L0003621,67,57855.0,2.4,50846.0,24,702,0.575,own,debt-consolidation,2,1,bachelor,0
L0003622,33,23609.0,3.6,40901.0,48,619,0.142,own,home-improvement,2,0,master,1
L0003623,37,34249.0,2.7,25081.0,60,768,0.499,mortgage,car,0,0,bachelor,0
L0003624,44,43504.0,5.8,47131.0,48,526,0.271,mortgage,debt-consolidation,0,1,master,0
L0003625,41,46494.0,5.2,56907.0,36,599,0.636,rent,credit-card,3,1,high-school,1
L0003626,35,45731.0,3.8,13634.0,36,711,0.179,mortgage,debt-consolidation,2,0,bachelor,0
L0003627,26,61228.0,3.3,49702.0,48,686,0.159,rent,credit-card,1,0,high-school,0
L0003628,62,103769.0,1.1,4486.0,60,729,0.033,own,car,0,0,bachelor,0
L0003629,46,63169.0,,16073.0,12,626,0.322,rent,home-improvement,3,0,bachelor,0
L0003630,33,22198.0,1.2,53948.0,24,659,0.228,mortgage,debt-consolidation,4,0,bachelor,0
L0003631,50,62250.0,6.5,5631.0,48,676,0.362,rent,debt-consolidation,1,0,bachelor,0
L0003632,25,23431.0,5.0,7662.0,12,632,0.315,rent,debt-consolidation,2,0,bachelor,0
L0003633,45,39203.0,0.6,15047.0,48,611,0.412,mortgage,debt-consolidation,2,0,high-school,1
L0003634,57,115400.0,10.7,33919.0,24,799,0.089,rent,car,1,0,high-school,0
L0003635,58,21014.0,2.2,34329.0,48,616,0.113,rent,other,3,0,bachelor,1
L0003636,53,126654.0,0.4,28445.0,60,671,0.435,own,car,1,0,high-school,0
L0003637,37,66365.0,6.0,56730.0,24,622,0.311,rent,home-improvement,3,0,master,1
L0003638,68,60700.0,1.1,6066.0,60,646,0.539,rent,credit-card,2,0,bachelor,1
L0003639,50,28447.0,2.5,55117.0,24,588,,mortgage,car,0,0,high-school,0
L0003640,55,54132.0,2.3,3322.0,24,599,0.15,mortgage,debt-consolidation,1,0,phd,0
L0003641,31,41666.0,5.5,5469.0,24,664,0.15,rent,home-improvement,1,0,phd,0
L0003642,28,35253.0,9.6,6845.0,36,666,0.299,rent,home-improvement,1,0,bachelor,0
L0003643,67,49168.0,3.4,49457.0,48,708,0.19,mortgage,debt-consolidation,4,0,high-school,0
L0003644,62,150259.0,2.4,33404.0,24,836,0.244,mortgage,debt-consolidation,0,0,bachelor,0
L0003645,57,74176.0,1.5,34555.0,36,705,0.113,mortgage,home-improvement,3,0,bachelor,0
L0003646,31,47143.0,6.1,29713.0,60,654,0.219,mortgage,home-improvement,0,0,master,0
L0003647,33,61580.0,2.1,32866.0,12,524,0.215,rent,debt-consolidation,3,0,bachelor,1
L0003648,44,42910.0,4.4,7859.0,36,598,0.19,rent,debt-consolidation,1,0,bachelor,0
L0003649,25,71539.0,,53633.0,36,813,0.142,rent,debt-consolidation,2,1,master,0
L0003650,44,29947.0,12.3,35714.0,24,740,0.12,mortgage,credit-card,4,0,bachelor,0
L0003651,29,76554.0,12.0,26754.0,48,711,0.469,own,credit-card,0,0,bachelor,1
L0003652,56,26178.0,2.2,29855.0,60,728,,mortgage,credit-card,1,0,bachelor,1
L0003653,28,45784.0,9.4,58906.0,36,607,0.119,mortgage,car,1,0,phd,0
L0003654,22,85808.0,9.1,43088.0,48,714,0.089,rent,credit-card,0,0,high-school,0
L0003655,55,117996.0,3.3,45217.0,24,673,0.186,own,debt-consolidation,0,0,bachelor,0
L0003656,50,18937.0,8.1,52603.0,24,767,0.251,mortgage,small-business,1,1,bachelor,0
L0003657,21,30565.0,4.9,56301.0,36,679,0.452,rent,credit-card,3,1,bachelor,1
L0003658,53,52568.0,5.8,12122.0,36,632,0.509,own,small-business,1,0,high-school,0
L0003659,33,72367.0,12.4,54293.0,60,711,0.361,rent,credit-card,1,0,bachelor,0
L0003660,69,39772.0,2.6,53801.0,36,658,0.568,own,other,0,1,bachelor,0
L0003661,40,51753.0,4.4,53163.0,36,730,0.274,rent,debt-consolidation,0,0,high-school,0
L0003662,29,53261.0,14.0,35623.0,36,691,0.251,own,debt-consolidation,0,1,bachelor,0
L0003663,22,50867.0,9.9,9694.0,24,758,0.212,rent,home-improvement,1,0,bachelor,0
L0003664,26,52109.0,6.8,41112.0,48,623,0.39,own,home-improvement,1,0,bachelor,0
L0003665,33,53745.0,5.0,45488.0,12,798,0.311,mortgage,credit-card,0,0,bachelor,0
L0003666,39,111483.0,8.7,4736.0,60,717,0.603,own,credit-card,1,0,master,1
L0003667,59,48833.0,4.7,50448.0,60,691,0.386,rent,car,1,1,high-school,1
L0003668,42,94920.0,11.2,44782.0,36,759,0.295,own,other,1,0,bachelor,0
L0003669,62,52629.0,1.7,10059.0,12,738,0.159,mortgage,other,3,0,bachelor,1
L0003670,38,39175.0,4.4,20214.0,36,735,0.028,rent,home-improvement,1,0,high-school,0
L0003671,43,47739.0,1.5,41068.0,12,721,0.352,rent,other,0,1,bachelor,0
L0003672,65,24812.0,1.4,2295.0,24,739,0.529,mortgage,debt-consolidation,0,1,high-school,0
L0003673,55,32983.0,,41346.0,48,672,0.193,own,home-improvement,3,1,master,0
L0003674,68,38754.0,3.5,29368.0,12,731,0.085,mortgage,other,0,0,high-school,0
L0003675,62,57251.0,13.1,43576.0,24,652,0.167,rent,debt-consolidation,1,0,high-school,0
L0003676,24,113064.0,0.6,55900.0,36,634,0.121,own,credit-card,2,1,phd,0
L0003677,24,45987.0,3.3,57450.0,48,654,0.272,rent,small-business,0,1,high-school,0
L0003678,22,33820.0,4.0,38372.0,48,569,0.106,own,credit-card,0,0,high-school,1
L0003679,60,78998.0,3.7,59116.0,36,603,0.393,mortgage,debt-consolidation,0,0,high-school,0
L0003680,56,58835.0,3.5,21041.0,24,667,0.138,mortgage,debt-consolidation,0,0,high-school,0
L0003681,62,91291.0,2.5,56390.0,48,577,0.151,rent,other,0,1,phd,1
L0003682,59,83891.0,2.8,28342.0,24,662,0.43,rent,small-business,1,1,high-school,1
L0003683,56,69801.0,1.7,53100.0,48,748,0.425,rent,home-improvement,2,1,bachelor,0
L0003684,25,63566.0,1.4,39288.0,36,667,0.13,rent,other,0,0,high-school,0
L0003685,41,83980.0,5.5,46787.0,36,662,0.156,mortgage,debt-consolidation,1,0,high-school,0
L0003686,68,81313.0,2.4,39268.0,60,678,0.23,rent,car,3,0,high-school,0
L0003687,46,82954.0,2.0,53852.0,24,506,0.617,mortgage,credit-card,2,0,bachelor,1
L0003688,23,82181.0,3.9,52918.0,36,697,0.223,own,small-business,1,0,high-school,0
L0003689,28,52508.0,6.0,11792.0,48,738,0.549,rent,debt-consolidation,1,0,bachelor,0
L0003690,40,37633.0,4.0,32630.0,24,755,0.11,rent,small-business,0,1,high-school,0
L0003691,57,54852.0,3.5,29483.0,36,655,0.297,own,home-improvement,1,0,bachelor,1
L0003692,60,45179.0,6.3,14558.0,36,792,0.362,rent,debt-consolidation,4,0,bachelor,0
L0003693,56,35709.0,7.8,15903.0,48,706,0.336,rent,car,0,0,high-school,0
L0003694,52,111183.0,8.7,59365.0,36,758,0.281,rent,car,1,0,high-school,0
L0003695,51,53900.0,6.6,49629.0,36,666,0.409,own,car,1,1,high-school,0
L0003696,48,33766.0,4.5,24740.0,60,790,0.456,own,other,1,0,high-school,0
L0003697,61,98964.0,1.9,13854.0,36,654,0.239,own,other,3,0,high-school,0
L0003698,55,57045.0,6.2,21709.0,24,714,0.378,rent,home-improvement,2,1,high-school,0
L0003699,25,84769.0,5.8,20645.0,48,691,0.355,rent,credit-card,2,1,high-school,0
L0003700,67,45891.0,3.0,51328.0,36,602,0.153,rent,debt-consolidation,0,1,bachelor,1
L0003701,46,70801.0,3.5,20584.0,36,797,0.672,rent,other,1,1,high-school,0
L0003702,29,72232.0,5.3,36260.0,36,666,0.142,rent,other,1,1,master,0
L0003703,36,56785.0,3.8,53745.0,60,604,0.439,rent,debt-consolidation,1,1,bachelor,1
L0003704,60,40840.0,3.4,38008.0,36,631,0.113,mortgage,debt-consolidation,0,0,phd,0
L0003705,50,64877.0,2.1,57494.0,36,745,0.183,mortgage,credit-card,1,1,high-school,0
L0003706,63,70965.0,2.7,3950.0,60,803,0.042,rent,small-business,1,0,bachelor,0
L0003707,21,31546.0,6.2,57490.0,24,627,0.125,mortgage,debt-consolidation,0,0,phd,0
L0003708,46,161076.0,0.6,57127.0,48,721,0.199,own,debt-consolidation,0,1,master,0
L0003709,34,112767.0,1.6,31548.0,48,655,0.22,rent,home-improvement,1,0,high-school,0
L0003710,57,57863.0,2.1,52693.0,48,525,0.362,rent,debt-consolidation,1,0,bachelor,0
L0003711,25,79530.0,4.0,55897.0,48,739,0.125,mortgage,car,0,0,high-school,0
L0003712,25,53753.0,2.2,55852.0,36,616,0.152,rent,home-improvement,0,0,master,0
L0003713,42,40763.0,4.8,41384.0,24,738,0.353,rent,debt-consolidation,2,1,bachelor,0
L0003714,64,83095.0,5.5,54676.0,36,728,0.218,mortgage,other,1,0,master,0
L0003715,66,37528.0,1.3,12979.0,24,659,0.202,rent,small-business,2,0,bachelor,0
L0003716,38,64019.0,1.8,33974.0,24,715,0.128,rent,debt-consolidation,0,0,bachelor,0
L0003717,23,40270.0,5.5,54739.0,36,749,0.094,rent,home-improvement,1,0,high-school,0
L0003718,31,37155.0,2.0,59973.0,24,570,0.013,mortgage,home-improvement,1,1,master,0
L0003719,66,57871.0,7.4,52192.0,36,711,0.052,rent,car,0,0,bachelor,0
L0003720,50,86617.0,11.0,4140.0,24,723,0.433,own,credit-card,0,0,bachelor,0
