equipment_id,asset_type,manufacturer,plant_site,criticality,rated_power_kw,rated_rpm,operating_hours,runtime_since_overhaul_hours,last_maintenance_days_ago,maintenance_type_last,num_starts_30d,load_percent,ambient_temp_c,humidity_percent,vibration_rms_mm_s,vibration_peak_g,bearing_temp_c,motor_winding_temp_c,oil_temp_c,oil_pressure_bar,oil_particle_count_iso4406,suction_pressure_bar,discharge_pressure_bar,flow_rate_m3_h,current_draw_amps,power_factor,failure_within_30d
EQ-004655,pump,Siemens,SIN-04,C,11,1500,81602,25126,281,preventive,12,77.2,27.5,53.6,4.56,1.09,62.0,75.0,59.1,3.81,40.0,1.95,6.65,14.4,24.0,0.829,0
EQ-004656,compressor,Siemens,JUB-03,B,630,3600,18314,10362,364,corrective,36,88.9,26.1,,5.34,1.29,60.5,71.0,52.0,3.31,33.0,2.59,13.3,390.1,1061.1,0.958,0
EQ-004657,motor,Atlas-Copco,HOU-01,B,75,3000,75571,29365,217,corrective,16,93.9,34.7,61.8,2.79,0.9,70.6,90.3,68.5,2.68,48.0,1.91,8.24,17.7,136.8,0.809,1
EQ-004658,pump,WEG,ANT-05,B,45,3000,7065,4038,22,preventive,12,68.0,27.3,40.7,1.74,0.35,58.7,62.0,53.7,3.28,42.0,2.37,11.83,54.9,52.3,0.844,0
EQ-004659,motor,KSB,ROT-02,C,630,1500,18771,5406,216,preventive,14,61.2,23.4,49.6,2.34,0.44,50.5,56.2,43.4,3.92,42.0,1.37,14.05,368.0,733.8,0.835,0
EQ-004660,motor,Atlas-Copco,HOU-01,B,630,1500,34334,16094,510,corrective,6,65.2,32.9,70.5,2.82,0.67,59.7,60.3,56.3,3.26,49.0,2.5,11.54,379.9,795.3,0.857,0
EQ-004661,motor,Sulzer,JUB-03,C,400,1500,78250,63805,292,preventive,7,90.6,27.9,34.4,4.61,1.19,67.0,83.4,56.7,4.41,63.0,2.78,9.7,243.8,688.0,0.839,1
EQ-004662,compressor,Siemens,ROT-02,B,400,3000,6500,4258,235,preventive,43,72.6,23.8,51.2,4.39,1.27,59.2,79.6,56.5,4.36,38.0,1.89,9.04,255.7,553.2,0.862,0
EQ-004663,pump,Flowserve,SIN-04,C,75,1800,68382,54864,380,none,9,72.8,31.0,66.6,5.74,1.67,73.0,86.0,71.7,3.14,62.0,2.63,9.69,36.4,110.7,0.936,1
EQ-004664,pump,Sulzer,ANT-05,B,110,1500,8176,6569,11,preventive,14,68.5,15.9,63.0,3.63,1.03,39.8,50.9,36.1,3.26,47.0,2.05,11.2,51.2,145.0,0.904,0
EQ-004665,compressor,Atlas-Copco,SIN-04,B,400,3000,4253,814,141,predictive,67,37.5,26.2,49.7,3.59,1.17,47.2,44.8,41.2,3.32,49.0,2.0,13.67,228.7,279.7,0.808,0
EQ-004666,compressor,Sulzer,HOU-01,B,45,1500,66427,21406,530,none,51,71.7,34.5,40.5,5.05,1.3,64.2,73.1,56.2,3.66,40.0,2.69,11.7,29.7,51.3,0.801,1
EQ-004667,motor,KSB,SIN-04,A,75,1500,2137,1398,403,predictive,13,73.5,27.8,68.2,3.34,0.83,51.5,58.2,46.4,3.92,39.0,1.61,12.45,26.9,106.5,0.833,0
EQ-004668,compressor,WEG,HOU-01,B,11,1500,46618,30946,367,preventive,41,84.2,35.5,56.5,5.49,1.49,71.8,81.3,65.4,2.71,40.0,2.61,13.2,6.7,11.4,0.9,0
EQ-004669,pump,ABB,HOU-01,B,22,3000,39172,20134,149,none,14,72.4,25.6,31.6,3.76,1.06,60.9,71.6,54.7,3.87,44.0,2.14,13.16,5.0,31.4,0.901,0
EQ-004670,compressor,Atlas-Copco,ANT-05,A,75,3600,36445,35824,274,none,41,77.7,32.7,37.5,6.18,1.91,68.8,70.5,68.7,3.26,42.0,1.29,8.37,54.1,115.1,0.918,1
EQ-004671,pump,ABB,ANT-05,A,110,3000,8276,6179,382,corrective,11,70.4,22.4,33.2,3.19,0.95,52.1,59.4,49.1,2.93,34.0,1.85,9.5,46.4,148.3,0.925,0
EQ-004672,motor,Flowserve,JUB-03,C,45,3000,23097,4219,37,predictive,14,85.9,26.7,65.6,1.56,0.2,56.7,66.0,50.0,3.85,30.0,1.85,10.43,20.7,75.1,0.901,0
EQ-004673,pump,ABB,ANT-05,A,45,3000,5336,4123,28,predictive,15,81.1,21.5,61.7,2.08,0.29,53.1,58.1,44.2,2.91,43.0,2.36,5.71,18.0,55.1,0.918,0
EQ-004674,pump,Atlas-Copco,HOU-01,B,110,1800,12733,4887,165,corrective,11,83.6,14.2,73.4,3.36,1.21,46.5,60.2,42.4,3.17,50.0,1.87,11.53,88.8,183.3,0.848,0
EQ-004675,pump,WEG,JUB-03,A,22,3600,70133,17207,268,predictive,10,62.5,23.5,42.0,3.92,1.05,52.3,59.1,39.9,2.92,50.0,2.24,9.09,5.0,27.8,0.93,0
EQ-004676,compressor,Siemens,ANT-05,A,160,3600,57030,15578,480,predictive,44,79.4,24.4,52.7,5.75,1.77,55.9,63.1,48.8,3.01,40.0,2.38,9.99,120.1,237.7,0.873,0
EQ-004677,pump,Siemens,HOU-01,B,75,3600,51699,45069,115,predictive,13,78.8,23.9,27.5,3.17,0.8,60.1,70.3,58.2,3.97,52.0,1.0,9.88,18.4,111.8,0.874,0
EQ-004678,motor,Flowserve,HOU-01,A,160,3000,42501,25872,302,preventive,9,72.9,35.2,45.8,3.82,0.71,66.1,77.6,65.2,3.22,58.0,2.06,16.21,97.5,231.1,0.815,0
EQ-004679,compressor,Atlas-Copco,SIN-04,A,630,3000,68204,32638,423,predictive,36,63.6,41.1,44.9,6.82,1.88,72.3,79.0,71.7,3.38,51.0,2.56,10.54,350.5,756.3,0.827,0
EQ-004680,pump,WEG,SIN-04,C,45,1800,68615,39887,454,none,10,87.5,27.4,64.0,5.58,1.63,66.3,79.6,66.1,2.27,50.0,1.29,9.29,36.2,74.6,0.905,1
EQ-004681,motor,KSB,SIN-04,B,400,1500,73933,71367,27,none,14,71.8,29.8,82.7,4.65,1.38,67.8,74.6,59.7,4.43,53.0,2.79,10.95,247.1,541.8,0.849,0
EQ-004682,pump,WEG,HOU-01,B,45,3600,31716,18077,75,preventive,8,82.2,24.8,83.5,3.2,0.65,54.7,60.5,57.7,2.83,54.0,2.03,14.87,16.7,60.8,0.865,0
EQ-004683,motor,Atlas-Copco,ROT-02,B,160,1500,30900,6377,257,preventive,12,77.8,27.9,29.3,2.16,0.41,58.6,63.4,48.6,4.05,39.0,1.79,7.61,119.8,240.5,0.891,0
EQ-004684,compressor,Siemens,ROT-02,A,160,1500,32800,15016,364,preventive,42,83.6,28.6,44.6,5.61,1.67,62.5,75.4,58.5,3.06,44.0,2.82,8.73,105.5,264.7,0.911,0
EQ-004685,pump,Flowserve,ROT-02,A,22,3600,34028,7310,509,preventive,10,81.5,27.2,65.7,3.84,1.18,62.5,78.3,59.1,4.69,48.0,2.74,10.46,21.6,43.8,0.843,0
EQ-004686,motor,Atlas-Copco,HOU-01,A,110,1500,31020,11562,41,predictive,13,66.6,26.4,41.3,1.83,0.35,53.7,60.0,49.6,3.63,43.0,1.88,11.04,51.3,142.7,0.75,0
EQ-004687,motor,Sulzer,SIN-04,A,160,1500,45795,42074,286,corrective,12,63.3,32.2,27.7,3.37,0.96,62.8,76.8,55.5,3.45,55.0,2.13,8.1,112.5,192.8,0.876,0
EQ-004688,pump,KSB,ROT-02,A,45,3000,7655,3499,475,preventive,17,75.5,18.8,43.4,2.82,0.54,53.9,64.9,51.8,4.08,41.0,1.57,8.15,61.4,66.8,0.859,0
EQ-004689,motor,ABB,SIN-04,B,160,3000,57309,51443,165,preventive,16,74.4,27.5,83.0,4.35,1.24,59.6,73.1,53.8,3.11,62.0,2.2,12.89,64.5,229.4,0.879,1
EQ-004690,motor,WEG,JUB-03,B,11,3000,53622,30085,186,predictive,20,69.7,33.8,70.6,3.46,0.83,65.6,73.4,61.8,3.95,44.0,2.21,7.68,5.0,19.6,0.892,0
EQ-004691,motor,KSB,JUB-03,B,250,3000,10057,2257,440,preventive,12,85.5,24.8,64.4,3.14,1.03,57.2,70.0,53.8,3.58,30.0,2.32,7.99,154.9,423.5,0.906,0
EQ-004692,motor,Flowserve,JUB-03,B,400,1500,30747,4901,301,preventive,17,74.8,24.7,46.6,3.02,0.86,56.9,68.3,50.4,3.35,30.0,1.82,11.22,233.7,577.2,0.831,0
EQ-004693,pump,Atlas-Copco,ROT-02,A,400,1800,24010,10228,388,corrective,10,97.0,26.9,58.4,3.19,0.78,63.9,71.8,60.3,2.65,51.0,2.35,12.35,232.3,726.7,0.896,0
EQ-004694,motor,WEG,ANT-05,A,160,3000,17795,10384,512,preventive,11,92.7,31.0,58.0,4.08,0.87,64.6,80.0,57.3,3.83,54.0,2.08,4.61,86.4,283.4,0.857,0
EQ-004695,compressor,Flowserve,SIN-04,B,630,1500,53325,29694,0,corrective,49,99.3,24.7,69.2,3.55,1.21,60.1,82.1,57.8,2.98,57.0,2.0,13.21,375.6,1190.5,0.828,0
EQ-004696,motor,Atlas-Copco,ROT-02,C,160,1500,61967,38346,319,preventive,17,73.9,25.2,59.3,4.44,1.23,61.3,70.2,53.4,2.51,52.0,2.61,9.88,72.1,227.9,0.816,0
EQ-004697,pump,Sulzer,ANT-05,C,22,1500,37497,25842,16,none,17,69.3,29.5,48.9,4.11,1.27,61.9,73.6,53.5,4.32,53.0,2.59,14.23,20.2,20.5,0.912,0
EQ-004698,pump,KSB,HOU-01,C,250,1500,22899,19701,338,none,13,64.7,23.0,72.3,4.67,1.31,55.6,58.5,52.6,3.56,56.0,2.78,10.98,146.9,314.3,0.975,0
EQ-004699,pump,WEG,JUB-03,A,250,1500,70337,42491,75,preventive,18,70.5,26.2,56.8,2.87,0.78,55.3,67.0,51.7,4.01,59.0,1.94,9.14,144.2,325.4,,0
EQ-004700,motor,KSB,HOU-01,A,11,1800,7727,6069,412,preventive,12,88.3,18.9,31.6,3.69,0.72,52.7,69.8,50.1,3.55,35.0,1.26,9.31,5.0,21.0,0.937,0
EQ-004701,motor,Flowserve,SIN-04,C,250,3000,78298,21621,194,none,12,75.8,34.3,51.7,1.19,0.1,59.0,73.2,53.0,3.56,48.0,1.42,14.71,148.4,373.9,0.951,0
EQ-004702,motor,Atlas-Copco,ROT-02,C,22,3000,12488,11036,144,predictive,10,67.9,34.3,54.4,2.43,0.72,66.1,82.2,62.1,2.17,44.0,2.28,9.66,24.5,20.9,0.904,0
EQ-004703,compressor,Flowserve,SIN-04,B,160,3000,21297,3791,142,preventive,57,106.2,33.2,88.6,4.22,1.01,69.1,87.8,63.5,3.55,49.0,2.59,11.68,81.9,321.9,0.863,0
EQ-004704,compressor,KSB,ROT-02,B,75,1500,61256,26926,303,preventive,64,82.1,32.9,53.8,5.35,1.51,70.2,87.2,71.8,3.26,55.0,1.91,8.46,13.1,115.0,0.898,0
EQ-004705,motor,Sulzer,ROT-02,A,630,1800,44520,33104,37,corrective,9,64.6,26.3,49.9,3.39,0.87,58.9,57.8,52.1,2.32,47.0,1.64,9.67,363.5,772.5,0.909,0
EQ-004706,motor,Sulzer,SIN-04,C,630,1500,25021,19568,277,predictive,9,70.8,27.6,49.6,3.91,1.46,67.8,81.3,65.8,3.21,49.0,1.25,9.73,367.5,855.1,0.99,0
EQ-004707,motor,Siemens,SIN-04,C,45,1500,8488,4091,208,corrective,11,66.9,26.0,39.2,2.98,0.81,61.4,66.4,50.8,3.16,52.0,2.33,9.33,5.0,58.8,0.849,0
EQ-004708,compressor,ABB,HOU-01,A,630,3000,60083,23115,300,corrective,42,60.6,33.1,56.6,6.34,1.72,70.9,74.2,72.5,3.54,45.0,1.45,8.79,372.9,728.8,0.819,0
EQ-004709,pump,KSB,HOU-01,B,45,1800,79884,76439,55,preventive,12,72.7,36.6,60.4,5.66,1.42,74.8,91.3,63.2,3.71,50.0,1.65,13.0,35.4,60.6,0.937,1
EQ-004710,compressor,Sulzer,HOU-01,B,45,3600,11081,5352,375,predictive,37,60.0,19.7,63.7,4.27,1.38,52.9,59.8,45.2,2.74,41.0,2.28,8.37,15.2,49.1,0.875,0
EQ-004711,motor,Sulzer,SIN-04,B,45,3600,9602,1840,380,none,10,66.9,31.1,50.6,3.38,0.97,65.0,75.3,57.7,3.46,34.0,2.18,9.67,26.8,64.1,0.89,0
EQ-004712,pump,Atlas-Copco,SIN-04,A,630,1500,3385,1934,472,preventive,19,55.2,40.8,41.3,3.39,1.0,68.9,68.2,64.5,4.39,49.0,1.46,8.61,406.7,669.2,0.84,0
EQ-004713,motor,WEG,ROT-02,A,75,3000,74607,32680,326,predictive,12,81.4,26.8,33.5,3.25,1.11,62.8,79.5,55.2,4.07,59.0,2.43,6.91,27.3,113.3,0.764,0
EQ-004714,compressor,WEG,ANT-05,B,400,1800,12614,12613,390,predictive,41,86.3,33.9,41.9,4.96,1.46,69.1,82.4,59.4,4.05,33.0,1.92,10.5,219.5,651.9,0.915,0
EQ-004715,pump,Siemens,ANT-05,B,22,3000,60133,56752,208,predictive,9,81.5,31.3,50.9,4.98,1.41,64.2,77.3,57.1,3.67,58.0,1.37,10.74,5.0,34.3,0.893,0
EQ-004716,motor,ABB,ROT-02,B,250,1500,81725,72457,332,none,12,82.1,27.1,44.2,5.11,1.6,63.4,80.4,63.3,3.8,66.0,2.22,10.16,141.7,380.1,0.888,1
EQ-004717,motor,Flowserve,SIN-04,A,11,1500,26030,15354,165,corrective,12,68.6,33.9,50.9,4.4,1.42,70.5,83.2,60.1,3.28,43.0,1.92,10.65,9.0,15.6,0.89,0
EQ-004718,pump,WEG,SIN-04,A,160,3000,24962,11984,63,predictive,11,69.5,33.9,71.8,4.61,1.21,70.2,80.5,58.4,3.48,42.0,2.35,12.91,100.3,226.9,0.926,0
EQ-004719,motor,Siemens,JUB-03,B,75,1500,37862,25492,135,preventive,8,66.2,27.3,79.9,2.25,0.57,54.4,58.3,46.8,3.91,46.0,2.6,10.74,20.1,87.5,0.867,0
EQ-004720,pump,KSB,SIN-04,A,110,1500,43257,7544,427,corrective,15,98.7,28.6,58.0,2.96,0.68,60.6,78.9,50.7,3.22,39.0,1.87,11.84,75.8,206.0,0.811,0
EQ-004721,compressor,Flowserve,SIN-04,C,400,1800,51833,51619,66,preventive,53,66.0,26.9,74.2,5.73,1.71,59.3,61.7,55.3,2.34,42.0,2.08,10.49,237.7,494.1,0.915,0
EQ-004722,pump,Flowserve,HOU-01,A,45,3000,65457,30661,390,preventive,11,64.8,35.1,52.8,4.53,1.57,67.0,78.3,64.5,3.01,39.0,1.93,9.76,35.5,64.0,0.856,0
EQ-004723,pump,Sulzer,ROT-02,A,630,1500,48980,23562,171,predictive,14,57.8,34.7,68.2,3.79,0.97,59.4,64.6,55.7,3.34,45.0,1.65,13.4,398.2,699.6,0.973,0
EQ-004724,pump,WEG,JUB-03,B,22,1500,79301,9306,315,preventive,11,86.0,24.6,82.7,3.95,1.23,56.7,65.0,48.7,3.34,40.0,1.82,11.54,35.1,33.4,0.763,0
EQ-004725,pump,ABB,JUB-03,B,45,1500,8491,2038,38,none,17,83.9,26.7,59.4,2.22,0.74,52.8,60.2,43.7,4.0,46.0,1.61,9.46,48.1,65.6,0.933,0
EQ-004726,motor,ABB,SIN-04,A,75,1500,56215,52741,525,none,16,60.4,39.7,34.5,4.63,1.2,71.8,77.0,69.3,2.57,52.0,1.56,11.49,51.4,88.6,0.877,1
EQ-004727,motor,Siemens,HOU-01,C,11,1800,61559,41456,260,preventive,14,62.1,32.0,38.5,4.15,0.95,60.3,65.1,53.9,3.72,46.0,1.75,13.49,7.0,17.0,0.878,0
EQ-004728,pump,Sulzer,HOU-01,B,22,1800,40458,14372,202,corrective,15,74.9,28.8,26.5,4.71,1.54,65.9,76.2,64.3,4.52,43.0,2.03,10.38,14.7,25.4,0.922,0
EQ-004729,motor,Sulzer,SIN-04,A,22,1500,70783,53984,517,none,20,75.3,32.8,44.6,6.12,1.8,73.0,77.0,66.4,3.08,59.0,2.03,14.74,9.5,27.8,0.863,1
EQ-004730,pump,Atlas-Copco,ANT-05,C,75,3000,43473,36259,259,preventive,11,56.2,28.7,64.8,4.94,1.47,55.3,58.3,49.4,2.96,45.0,2.1,9.37,68.9,74.7,0.965,0
EQ-004731,motor,Sulzer,HOU-01,A,250,1500,63706,61965,440,preventive,8,85.8,20.5,61.1,6.0,1.64,62.6,76.5,60.2,4.75,62.0,2.08,9.24,142.0,400.8,0.9,1
EQ-004732,pump,Siemens,ROT-02,B,75,1800,64462,63027,9,preventive,8,88.5,31.9,54.3,5.42,1.37,68.4,75.0,67.6,2.9,49.0,2.41,6.94,52.1,122.3,0.856,1
EQ-004733,pump,Sulzer,JUB-03,B,160,1500,59550,42081,509,corrective,9,61.8,14.6,81.2,5.94,1.44,49.9,52.1,49.6,3.57,56.0,2.65,6.87,80.0,175.7,0.878,0
EQ-004734,motor,Sulzer,HOU-01,C,160,1800,16855,5637,469,preventive,11,90.4,34.3,57.8,4.01,1.1,66.5,80.8,61.0,2.55,31.0,1.47,7.59,83.0,270.4,0.847,0
EQ-004735,pump,Flowserve,HOU-01,A,45,1500,42247,42152,146,preventive,12,73.8,25.2,44.5,4.53,1.14,55.3,67.1,47.7,3.85,40.0,1.62,7.33,37.8,53.1,0.918,0
EQ-004736,compressor,ABB,ANT-05,B,45,3000,46205,23344,4,preventive,41,71.9,28.6,48.5,2.61,0.58,54.5,60.1,45.6,3.09,39.0,1.73,7.81,45.5,54.8,0.87,0
EQ-004737,compressor,KSB,HOU-01,B,630,3000,1275,837,225,corrective,54,75.7,21.0,57.3,3.67,1.15,57.2,66.6,55.6,3.82,48.0,2.99,9.66,346.6,908.3,0.871,0
EQ-004738,motor,KSB,SIN-04,A,400,1500,50813,40840,462,preventive,13,71.5,28.3,69.5,5.91,1.77,65.5,75.3,61.2,3.56,58.0,2.43,13.74,256.3,539.7,0.806,1
EQ-004739,motor,ABB,SIN-04,B,22,3000,9289,3553,394,preventive,10,85.0,35.5,82.2,3.1,1.12,66.1,79.2,56.1,3.62,46.0,1.94,10.01,21.4,34.5,,0
EQ-004740,compressor,Sulzer,HOU-01,C,110,1500,40656,16689,16,preventive,42,100.1,29.3,70.8,4.41,1.33,65.4,78.0,63.5,4.23,,1.75,8.08,41.1,210.2,0.898,0
EQ-004741,pump,Siemens,HOU-01,A,75,1800,3983,1689,180,preventive,8,58.7,34.6,,2.69,0.84,63.5,73.3,55.6,3.39,46.0,2.28,8.72,34.5,86.9,0.898,0
EQ-004742,compressor,Sulzer,SIN-04,B,160,3000,32186,20661,405,corrective,56,74.8,32.4,69.5,6.15,1.53,64.8,74.1,61.2,3.33,40.0,2.36,13.71,77.8,219.0,0.842,0
EQ-004743,motor,ABB,HOU-01,C,110,1800,43011,5844,69,preventive,14,61.1,23.7,33.9,2.91,0.58,48.8,56.6,41.9,2.98,36.0,2.22,9.97,38.1,122.3,0.911,0
EQ-004744,motor,KSB,SIN-04,A,160,3000,6257,2420,461,corrective,14,61.6,19.4,52.8,3.08,1.09,49.0,56.6,38.2,3.65,47.0,2.14,10.54,127.1,180.0,0.878,0
EQ-004745,motor,KSB,HOU-01,B,110,3000,72781,24663,276,preventive,11,65.0,19.6,33.7,4.5,1.21,54.9,69.2,47.8,4.25,48.0,1.92,12.08,83.6,144.2,0.815,0
EQ-004746,compressor,Flowserve,ROT-02,C,400,3000,67034,62387,433,preventive,37,71.1,20.7,70.3,8.53,2.36,53.7,64.2,53.1,4.03,55.0,2.24,11.28,211.8,537.5,0.945,0
EQ-004747,compressor,KSB,ROT-02,C,45,3600,6832,3914,517,predictive,47,74.7,34.3,48.7,4.97,1.36,68.1,76.7,64.1,3.59,32.0,1.79,10.71,27.0,56.9,0.868,0
EQ-004748,motor,Atlas-Copco,ROT-02,B,45,1800,47532,47111,469,preventive,14,70.7,21.6,35.3,6.04,1.57,59.1,62.9,50.8,3.69,40.0,1.88,10.16,28.8,63.7,0.841,1
EQ-004749,pump,KSB,ROT-02,B,160,1800,47418,13667,415,preventive,8,71.1,27.5,41.2,4.11,1.26,58.0,62.7,52.6,4.36,34.0,1.9,7.68,79.7,216.0,0.823,0
EQ-004750,motor,Atlas-Copco,JUB-03,A,400,3000,17934,3675,400,preventive,11,58.2,22.5,84.5,2.7,0.9,47.7,53.6,52.9,3.64,53.0,2.29,9.5,234.1,447.3,0.864,0
EQ-004751,pump,Flowserve,ROT-02,B,630,3600,33711,6650,160,preventive,9,78.7,26.1,32.9,4.02,1.13,58.8,69.0,51.2,3.9,41.0,1.92,9.62,398.2,944.1,0.869,0
EQ-004752,motor,ABB,ROT-02,C,630,3000,19174,10664,63,corrective,10,78.0,37.3,50.3,1.85,0.32,66.6,75.7,65.8,4.17,44.0,1.52,14.21,381.2,946.8,0.823,0
EQ-004753,motor,Atlas-Copco,SIN-04,C,11,1800,62111,42210,159,preventive,10,78.8,32.0,,3.62,0.87,62.9,77.4,54.0,3.93,52.0,2.02,10.8,5.0,16.0,0.8,0
EQ-004754,pump,WEG,HOU-01,A,250,3000,76442,55039,85,preventive,7,68.0,33.4,61.6,5.77,1.36,69.3,80.1,66.1,3.43,60.0,1.92,11.73,155.0,333.9,0.923,1
EQ-004755,pump,Siemens,ANT-05,B,11,1500,17765,7291,18,predictive,12,55.4,25.1,70.5,2.05,0.71,52.9,54.1,52.0,3.83,33.0,1.97,11.71,8.1,13.0,0.85,0
EQ-004756,motor,WEG,ROT-02,B,45,3000,83664,32707,295,preventive,13,70.9,30.2,43.6,2.63,0.76,64.7,70.9,65.1,3.43,57.0,1.41,9.45,36.6,56.2,0.894,0
EQ-004757,motor,Siemens,JUB-03,B,400,3000,32811,29323,369,corrective,14,71.0,28.7,75.2,4.25,1.03,63.6,65.4,53.0,2.78,50.0,1.26,8.78,242.1,542.1,0.848,0
EQ-004758,motor,KSB,ROT-02,A,160,1500,13055,5071,213,preventive,11,54.5,22.0,85.1,1.71,0.38,45.4,47.2,39.5,3.63,51.0,1.51,12.19,127.5,174.3,0.929,0
EQ-004759,motor,ABB,ROT-02,B,110,3000,30445,20600,19,predictive,12,62.7,25.9,62.0,3.27,0.77,59.2,71.3,55.2,4.7,41.0,2.18,11.91,76.1,132.4,0.779,0
EQ-004760,motor,ABB,JUB-03,B,22,3600,35698,7899,446,corrective,13,94.2,25.2,47.0,4.85,1.17,67.5,82.8,66.0,2.24,47.0,2.77,10.07,26.6,34.7,0.799,0
EQ-004761,motor,Sulzer,SIN-04,A,22,1800,27346,10213,266,none,10,77.9,25.4,54.4,3.93,1.08,60.2,67.8,54.9,3.12,35.0,2.29,11.22,27.1,39.5,0.895,0
EQ-004762,compressor,Siemens,SIN-04,B,45,3000,38957,4943,62,predictive,49,75.2,21.6,55.5,3.09,0.85,51.4,60.5,42.0,3.74,47.0,2.19,7.72,30.6,65.0,0.886,0
EQ-004763,compressor,Sulzer,HOU-01,C,400,1800,39703,24088,465,predictive,40,70.7,29.6,42.0,6.41,2.02,68.6,81.4,66.7,2.86,39.0,1.9,5.25,240.8,539.4,0.773,1
EQ-004764,pump,Sulzer,HOU-01,B,11,3000,77268,18292,229,none,10,58.1,26.1,55.8,3.04,0.8,52.1,61.7,46.6,3.14,47.0,1.87,8.01,16.4,17.8,0.949,0
EQ-004765,pump,Flowserve,SIN-04,A,11,3000,34125,16087,335,corrective,12,76.1,28.6,27.6,4.41,1.19,56.6,66.8,46.8,3.3,52.0,2.69,11.71,5.0,14.2,0.964,0
EQ-004766,compressor,WEG,ROT-02,A,250,1800,14365,11403,360,preventive,42,51.3,24.9,85.1,4.14,1.32,49.5,51.3,45.8,3.75,44.0,2.21,9.39,160.4,242.0,0.876,0
EQ-004767,compressor,Siemens,JUB-03,B,22,1500,26536,25341,314,predictive,58,85.6,26.7,62.3,4.29,1.2,68.9,84.5,64.5,4.45,44.0,2.01,10.47,13.3,35.6,0.894,1
EQ-004768,motor,ABB,HOU-01,A,110,1500,73169,55381,214,preventive,27,85.7,22.7,61.1,3.39,0.85,59.4,75.8,56.3,3.4,41.0,2.1,10.5,64.3,193.6,0.783,0
EQ-004769,motor,Sulzer,ANT-05,B,400,3600,59203,22685,72,preventive,8,83.4,22.6,57.7,3.85,0.7,58.5,68.6,49.9,3.48,49.0,2.47,10.53,253.1,646.5,0.872,0
EQ-004770,compressor,KSB,ROT-02,B,22,3000,4601,934,523,corrective,41,70.1,27.0,32.8,5.27,1.25,62.9,63.2,57.0,2.86,,1.82,11.81,12.0,37.6,0.968,0
EQ-004771,motor,Atlas-Copco,HOU-01,A,11,3000,46386,36428,53,preventive,15,74.5,31.9,66.5,4.82,1.29,60.6,72.5,57.4,3.92,,1.6,6.84,5.0,11.1,0.846,0
EQ-004772,pump,ABB,SIN-04,C,11,1500,74732,45380,118,preventive,9,77.7,34.5,53.1,4.11,1.17,69.0,83.3,65.5,3.29,,2.02,11.99,22.5,21.4,0.882,0
EQ-004773,motor,Flowserve,HOU-01,A,630,3000,9958,4259,277,none,12,100.4,32.0,47.5,2.55,0.63,68.0,86.8,66.7,3.54,31.0,1.98,11.88,380.1,1198.5,0.857,0
EQ-004774,motor,Sulzer,HOU-01,B,400,1800,60893,7457,478,predictive,6,74.7,27.4,46.1,3.36,0.97,60.0,72.9,63.1,3.09,44.0,1.54,9.18,239.7,562.6,0.837,0
EQ-004775,pump,Flowserve,ANT-05,A,45,1500,64574,37186,520,preventive,5,69.0,34.0,40.1,6.29,1.79,71.7,75.4,67.2,3.58,50.0,1.44,8.99,5.0,67.9,0.847,0
EQ-004776,motor,KSB,JUB-03,A,75,1800,79106,35046,212,predictive,15,71.5,29.7,48.5,3.38,0.92,56.7,66.5,49.2,2.69,37.0,2.16,10.73,63.6,102.2,0.935,0
EQ-004777,motor,KSB,SIN-04,A,400,3000,36769,9355,179,preventive,12,79.0,10.5,50.1,3.01,0.93,41.0,51.3,32.3,3.75,53.0,1.58,8.8,218.6,603.1,0.928,0
EQ-004778,motor,WEG,SIN-04,B,400,1500,45034,21346,6,preventive,10,76.8,23.5,42.6,2.79,0.93,52.4,64.7,47.4,3.27,54.0,2.28,14.83,234.5,586.1,0.898,0
EQ-004779,motor,Sulzer,HOU-01,B,45,1500,36884,5405,232,preventive,10,71.5,28.9,70.8,2.8,0.79,58.2,63.8,49.7,,32.0,2.46,8.39,9.3,61.9,0.986,0
EQ-004780,motor,Atlas-Copco,HOU-01,C,22,3600,31799,7243,309,corrective,8,98.0,21.6,71.0,3.44,0.9,62.3,81.1,60.9,4.12,45.0,1.77,12.0,5.0,46.9,0.941,0
EQ-004781,motor,ABB,ROT-02,C,250,1500,11540,3617,187,corrective,15,67.7,29.4,73.2,2.73,0.61,64.2,71.7,58.4,2.95,40.0,2.08,10.54,152.0,322.8,0.763,0
EQ-004782,motor,Sulzer,HOU-01,C,630,3000,22353,7367,477,preventive,9,78.8,22.9,54.3,3.85,1.12,53.7,64.0,46.6,3.59,46.0,2.33,10.24,391.6,953.4,0.871,0
EQ-004783,motor,WEG,HOU-01,B,11,3000,3562,501,144,preventive,13,82.4,26.8,54.4,2.34,0.9,59.1,67.2,53.6,4.59,47.0,2.71,9.06,5.0,13.1,0.852,0
EQ-004784,pump,Siemens,SIN-04,A,22,3000,13800,7231,343,preventive,14,77.7,21.9,15.0,4.76,1.65,48.8,57.5,44.1,2.19,54.0,2.29,8.08,6.9,30.7,0.864,0
EQ-004785,motor,KSB,HOU-01,B,45,1500,16784,14059,93,preventive,9,76.7,25.6,56.5,2.05,0.55,55.4,62.4,52.6,2.35,38.0,1.47,7.23,23.4,64.3,0.914,0
EQ-004786,pump,Siemens,ROT-02,B,250,3000,14274,2378,3,preventive,12,75.5,24.0,54.5,1.15,0.1,56.6,61.7,52.5,3.72,54.0,1.48,12.47,148.8,365.2,0.921,0
