batch_id,machine_id,shift,operator_experience_years,temperature_c,pressure_psi,humidity_percent,raw_material_grade,machine_age_months,maintenance_days_ago,batch_size,defect_rate_percent
B001085,M10,afternoon,3.6,19.9,107.7,28.1,B,35,82,924,6.57
B001086,M11,morning,1.4,33.9,71.6,39.9,B,146,57,348,7.22
B001087,M02,morning,2.4,27.9,88.4,49.2,A,116,75,725,3.75
B001088,M12,afternoon,4.4,24.9,109.2,41.5,A,138,11,888,4.72
B001089,M10,night,4.4,19.4,89.3,47.1,A,145,32,139,5.94
B001090,M11,morning,0.9,16.6,98.5,46.9,A,137,27,797,4.63
B001091,M01,morning,7.1,21.6,104.3,54.3,A,20,91,686,4.4
B001092,M04,night,0.9,14.2,105.8,33.4,A,69,49,982,5.93
B001093,M07,night,1.7,25.2,110.3,45.9,C,136,18,904,9.68
B001094,M08,night,7.5,21.0,115.3,59.4,C,69,71,328,7.82
B001095,M08,morning,3.5,21.9,107.6,37.1,B,79,75,687,4.1
B001096,M12,night,9.2,13.7,85.3,38.7,B,73,102,242,7.2
B001097,M01,night,8.2,22.2,107.0,45.9,C,92,74,611,9.61
B001098,M04,morning,1.3,20.8,113.0,34.4,B,6,111,974,4.4
B001099,M01,afternoon,3.0,17.2,105.4,33.4,A,81,28,519,3.64
B001100,M07,morning,2.5,23.1,115.5,41.5,A,114,58,959,3.84
B001101,M04,afternoon,2.7,20.0,102.9,42.6,B,129,23,611,4.98
B001102,M08,afternoon,2.4,23.5,98.5,52.5,C,108,50,914,7.32
B001103,M05,morning,1.6,25.1,89.8,36.0,A,128,12,877,3.11
B001104,M04,night,8.6,16.6,124.4,45.3,A,12,44,77,2.88
B001105,M05,night,1.8,22.5,87.5,57.3,B,106,74,350,6.79
B001106,M08,night,3.4,22.4,99.9,56.7,A,119,38,124,4.84
B001107,M12,morning,1.7,28.2,95.7,43.9,A,41,43,783,3.47
B001108,M03,afternoon,4.6,26.2,84.0,46.9,B,71,69,739,5.89
B001109,M03,night,3.3,20.3,110.7,35.9,B,69,119,659,9.5
B001110,M12,morning,2.6,19.9,106.0,47.9,A,9,22,148,0.0
B001111,M11,afternoon,8.6,22.7,102.9,60.3,A,146,76,174,4.21
B001112,M11,morning,3.6,16.4,92.5,58.0,A,104,113,850,4.84
B001113,M12,afternoon,3.9,17.1,106.8,44.8,A,57,1,276,2.95
B001114,M03,afternoon,0.9,19.7,96.9,48.5,B,172,47,600,7.16
B001115,M03,night,4.4,10.1,105.8,37.6,C,165,44,889,10.52
B001116,M08,afternoon,6.8,17.1,117.2,35.7,B,13,116,354,6.19
B001117,M10,night,2.1,20.3,70.7,41.4,B,52,1,358,5.07
B001118,M10,morning,3.2,35.8,112.0,47.7,A,170,117,228,8.98
B001119,M12,afternoon,9.8,18.8,128.5,52.2,A,99,75,438,4.1
B001120,M11,night,2.6,25.3,120.7,44.2,B,73,3,623,5.99
B001121,M03,afternoon,6.1,21.0,109.3,49.4,A,110,110,366,5.01
B001122,M04,night,3.4,24.2,114.7,19.5,A,140,93,278,7.93
B001123,M07,afternoon,8.7,16.6,89.8,46.7,A,31,89,578,4.24
B001124,M04,afternoon,5.0,14.3,102.9,38.8,B,42,34,101,4.61
B001125,M10,night,2.3,28.9,,32.5,A,89,31,112,4.25
B001126,M10,morning,1.3,15.3,94.4,49.5,A,34,95,664,4.72
B001127,M09,afternoon,11.2,29.4,111.9,59.5,B,47,21,469,2.89
B001128,M01,afternoon,5.7,20.1,97.6,,B,25,54,974,2.79
B001129,M10,night,4.9,17.9,77.7,53.8,A,43,105,524,5.35
B001130,M04,afternoon,2.9,19.4,105.3,40.8,B,107,115,363,7.03
B001131,M05,afternoon,1.0,30.0,99.7,65.5,B,88,14,823,4.21
B001132,M07,morning,5.2,18.5,108.3,29.2,A,106,91,143,4.69
B001133,M02,night,5.0,20.1,95.1,44.0,B,54,85,252,6.09
B001134,M09,morning,6.0,26.9,79.3,52.5,A,135,102,780,4.85
B001135,M09,afternoon,9.3,24.4,88.3,44.7,B,107,29,418,3.86
B001136,M06,morning,4.7,32.4,89.0,58.8,A,5,96,481,5.21
B001137,M05,afternoon,0.9,27.8,87.7,24.3,A,127,36,550,4.45
B001138,M04,morning,6.4,18.5,93.2,43.9,B,118,49,613,5.5
B001139,M08,afternoon,11.4,28.5,108.7,42.5,B,131,5,819,4.53
B001140,M12,afternoon,3.8,12.4,83.4,43.9,A,105,81,589,7.0
B001141,M06,afternoon,3.6,25.9,110.6,29.2,C,38,20,716,7.53
B001142,M12,morning,3.4,18.7,84.8,42.1,A,143,47,796,4.01
B001143,M06,night,4.2,25.0,95.4,41.6,A,61,4,92,2.81
B001144,M01,afternoon,5.2,31.8,99.6,47.4,A,40,65,541,5.15
B001145,M11,morning,6.0,13.6,96.4,56.0,A,174,62,381,5.31
B001146,M05,morning,2.5,26.6,107.5,46.1,C,105,80,411,7.46
B001147,M08,night,2.7,26.2,98.7,49.2,A,164,53,256,7.39
B001148,M06,night,0.2,25.3,98.1,57.6,B,65,91,751,6.79
B001149,M08,night,0.9,17.1,71.5,56.9,B,165,63,166,6.09
B001150,M10,night,3.1,21.6,104.8,21.2,A,175,16,158,5.16
B001151,M12,afternoon,5.2,17.2,122.5,53.0,B,109,7,311,5.72
B001152,M12,afternoon,3.0,24.1,94.1,52.9,A,56,22,949,2.02
B001153,M04,night,6.7,15.5,107.9,42.4,C,101,96,592,10.55
B001154,M01,morning,2.4,19.8,90.1,40.4,A,106,49,445,4.17
B001155,M09,afternoon,2.5,25.2,111.8,33.7,C,96,14,826,6.98
B001156,M03,afternoon,8.2,18.3,106.2,25.6,A,58,47,82,3.05
B001157,M05,morning,5.1,20.0,95.6,53.5,A,131,99,890,5.94
B001158,M10,morning,7.5,17.5,94.8,52.7,B,129,96,368,7.02
B001159,M08,morning,5.3,23.3,107.7,44.0,A,9,38,368,1.89
B001160,M08,morning,4.4,21.3,100.5,52.1,A,114,33,888,1.36
B001161,M10,afternoon,5.2,18.3,85.2,55.2,B,29,53,268,4.74
B001162,M08,morning,1.5,18.8,81.7,27.0,A,172,35,280,4.1
B001163,M12,morning,0.5,22.8,107.1,47.5,B,49,78,595,5.34
B001164,M03,morning,1.4,16.7,90.8,42.6,B,109,80,272,4.84
B001165,M06,afternoon,0.9,21.8,100.4,49.3,C,116,72,683,9.63
B001166,M06,night,5.0,22.2,107.1,46.9,A,141,102,617,5.83
B001167,M10,afternoon,8.3,22.8,85.6,52.7,B,48,67,575,4.4
B001168,M11,afternoon,1.5,19.3,87.8,29.2,B,147,80,482,7.75
B001169,M05,afternoon,4.8,25.0,119.5,58.1,B,26,48,838,4.64
B001170,M12,afternoon,10.4,26.8,95.1,39.8,A,2,28,768,2.09
B001171,M08,night,7.2,25.2,112.2,43.7,A,18,57,426,4.16
B001172,M03,afternoon,5.4,23.0,130.1,27.4,A,9,76,238,1.96
B001173,M11,afternoon,4.1,14.9,102.9,44.0,A,161,7,365,6.01
B001174,M03,night,5.1,30.4,89.7,44.8,B,15,56,191,7.22
B001175,M09,afternoon,4.5,22.3,101.5,44.2,B,121,19,588,3.93
B001176,M12,afternoon,3.6,23.6,97.7,37.6,A,95,30,902,0.0
B001177,M09,afternoon,1.7,18.5,100.8,32.8,C,76,87,676,9.99
B001178,M07,morning,2.5,20.9,108.6,51.4,B,31,40,812,1.68
B001179,M11,afternoon,4.9,27.9,110.0,27.6,C,18,80,367,8.67
B001180,M03,night,7.9,25.9,75.9,53.0,A,89,63,946,4.25
B001181,M04,afternoon,1.5,20.4,114.3,61.9,B,114,40,291,5.87
B001182,M08,morning,13.8,29.6,103.3,67.2,A,115,57,598,2.96
B001183,M09,afternoon,0.8,17.0,93.1,34.2,C,112,95,968,10.01
B001184,M04,night,2.0,13.6,108.8,50.9,A,72,66,62,4.82
B001185,M08,afternoon,5.0,12.4,87.4,39.4,A,2,96,722,4.75
B001186,M10,night,6.4,26.0,88.0,57.2,B,144,35,513,6.59
B001187,M07,morning,2.5,18.5,112.7,48.9,A,58,63,632,4.47
B001188,M02,afternoon,4.2,21.3,100.8,,C,119,37,834,7.15
B001189,M12,morning,3.6,27.5,118.8,35.9,A,138,117,320,6.9
B001190,M05,afternoon,3.1,23.6,,41.3,A,178,105,975,5.99
B001191,M05,night,1.9,16.1,103.5,38.3,A,155,31,925,6.86
B001192,M07,afternoon,4.9,30.1,104.6,44.8,A,156,23,548,5.52
B001193,M03,afternoon,5.1,20.5,104.9,45.3,C,46,35,552,7.45
B001194,M01,night,4.1,21.7,107.4,39.5,C,114,7,755,6.83
B001195,M11,afternoon,6.8,18.4,105.5,38.6,C,80,1,306,6.36
B001196,M10,afternoon,4.9,16.4,100.2,,C,89,3,376,7.41
B001197,M03,morning,2.2,23.2,76.7,52.0,A,139,17,393,4.89
B001198,M07,afternoon,10.5,14.8,110.4,36.9,B,170,82,134,9.33
B001199,M09,afternoon,5.8,21.6,71.5,44.5,A,107,98,403,3.1
B001200,M12,afternoon,3.2,29.9,85.2,36.4,B,23,6,971,3.23
B001201,M12,morning,2.9,25.8,91.5,71.1,C,64,75,82,5.45
B001202,M01,morning,2.8,23.0,110.8,35.6,A,39,69,842,5.31
B001203,M10,morning,1.6,16.5,97.3,47.5,B,174,22,438,6.28
B001204,M02,night,2.4,21.7,122.5,49.5,A,174,78,364,7.58
B001205,M08,night,4.5,18.0,83.4,38.3,C,92,81,297,9.59
B001206,M08,afternoon,6.0,29.2,86.8,36.4,C,36,114,247,9.15
B001207,M12,night,9.6,19.6,73.0,42.2,C,113,19,479,8.9
B001208,M07,morning,3.3,18.1,86.2,36.3,B,169,4,295,3.82
B001209,M06,night,4.8,20.9,92.4,46.9,C,91,48,582,7.48
B001210,M08,morning,4.8,18.1,117.6,36.5,C,42,84,775,7.69
B001211,M01,morning,2.4,23.2,112.5,46.5,A,24,119,368,4.25
B001212,M01,morning,5.6,31.1,102.9,24.4,C,108,73,883,9.91
B001213,M09,afternoon,1.2,22.0,96.3,36.9,B,98,37,79,4.66
B001214,M06,afternoon,3.8,17.4,109.2,40.8,A,62,27,182,2.5
B001215,M09,morning,3.2,21.2,115.3,55.0,B,51,81,931,4.39
B001216,M06,morning,2.5,15.6,92.2,26.5,B,137,83,846,7.13
B001217,M11,afternoon,5.1,36.4,93.4,55.2,B,5,0,161,5.15
B001218,M04,night,9.7,31.0,94.8,51.6,A,129,109,448,8.66
B001219,M05,morning,7.3,28.2,79.2,27.1,B,29,35,383,3.21
B001220,M04,morning,4.7,25.8,114.5,50.4,B,176,65,147,5.92
B001221,M02,afternoon,7.0,21.2,93.0,35.7,A,166,36,740,3.07
B001222,M02,afternoon,11.6,21.3,96.5,50.7,B,16,38,461,3.69
B001223,M02,afternoon,2.3,20.9,117.5,51.3,B,144,100,885,6.77
B001224,M02,afternoon,3.8,33.9,93.5,52.9,C,106,60,382,9.22
B001225,M05,afternoon,5.5,21.0,115.2,39.3,B,4,20,663,2.91
B001226,M06,afternoon,5.8,19.2,79.0,51.8,C,60,40,905,8.43
B001227,M10,night,3.3,21.5,106.7,60.4,B,110,38,278,5.1
B001228,M10,night,4.7,24.6,94.7,42.1,A,26,90,429,5.58
B001229,M07,afternoon,3.4,4.6,81.0,43.4,A,106,19,680,5.41
B001230,M08,morning,3.9,24.0,86.4,52.1,B,58,46,702,3.97
B001231,M03,night,0.9,9.3,101.7,16.5,B,85,57,432,9.32
B001232,M04,morning,9.7,29.4,88.5,35.2,A,27,12,122,2.97
B001233,M03,night,0.7,13.4,104.6,55.1,C,26,32,757,8.58
B001234,M06,afternoon,2.7,18.0,91.1,46.5,C,169,67,709,10.52
B001235,M05,afternoon,6.0,12.4,80.6,42.8,B,168,21,425,6.62
B001236,M03,afternoon,7.9,31.0,111.6,35.6,A,146,68,824,6.44
B001237,M06,morning,3.4,21.9,103.5,45.3,C,94,51,133,8.43
B001238,M02,morning,6.5,33.1,78.4,39.7,A,166,103,563,6.29
B001239,M11,morning,3.8,31.9,107.8,27.5,A,132,56,550,6.43
B001240,M10,morning,5.1,28.2,101.5,58.0,A,98,58,139,4.5
B001241,M12,morning,2.8,15.0,94.8,38.1,A,153,37,90,6.13
B001242,M04,afternoon,6.0,22.8,95.3,42.3,B,155,6,988,4.78
B001243,M08,night,1.5,28.8,116.1,27.2,C,173,116,642,12.98
B001244,M10,morning,13.5,23.9,103.8,39.6,B,179,33,856,5.41
B001245,M05,afternoon,2.4,20.2,116.7,55.1,A,20,17,351,1.61
B001246,M12,morning,1.6,23.8,105.7,54.3,B,176,10,541,4.71
B001247,M03,afternoon,4.0,24.2,102.8,45.3,B,69,85,888,4.83
B001248,M03,afternoon,3.1,14.6,90.9,38.8,B,118,46,465,5.62
B001249,M07,afternoon,9.6,19.2,101.9,45.3,A,95,63,525,1.03
B001250,M05,morning,12.0,25.3,112.3,50.1,B,56,13,869,2.17
B001251,M08,morning,2.5,26.4,101.0,,B,104,46,82,5.19
B001252,M11,morning,5.5,23.2,123.2,47.5,B,105,38,573,5.18
B001253,M04,night,5.1,20.0,112.2,52.7,C,163,80,656,9.9
B001254,M09,morning,5.4,21.0,85.6,44.4,C,177,85,862,8.58
B001255,M04,afternoon,2.0,18.2,94.2,44.8,C,87,18,839,7.2
B001256,M01,morning,1.9,21.5,108.1,37.7,C,10,103,212,8.27
B001257,M10,afternoon,4.3,26.3,81.7,48.0,B,138,111,92,7.59
B001258,M07,afternoon,5.2,34.1,98.6,,C,158,10,237,9.84
B001259,M08,morning,1.3,16.0,88.8,59.1,B,81,99,757,7.41
B001260,M05,morning,2.7,28.3,100.5,39.2,A,57,96,266,5.43
B001261,M06,morning,3.7,23.9,88.9,41.3,C,69,89,773,7.32
B001262,M10,morning,8.2,14.0,112.6,58.7,A,75,119,940,7.36
B001263,M07,afternoon,6.8,21.5,93.9,50.9,B,47,114,696,3.4
B001264,M02,night,9.4,21.1,108.0,50.7,C,63,44,165,8.65
B001265,M07,morning,4.0,22.0,82.1,26.9,B,55,112,515,5.49
B001266,M02,morning,3.0,27.2,96.3,54.1,A,23,20,311,3.49
B001267,M03,morning,9.0,31.9,84.6,42.2,A,114,24,665,3.6
B001268,M12,night,3.9,28.5,114.3,47.3,B,70,88,465,7.28
B001269,M11,morning,6.0,23.1,90.7,37.9,B,10,106,515,3.2
B001270,M11,night,0.7,23.6,99.0,61.5,B,112,24,626,5.02
B001271,M02,morning,3.8,32.4,104.2,35.3,B,56,94,407,6.56
B001272,M12,morning,3.9,16.7,91.0,64.5,A,25,94,944,3.16
B001273,M03,morning,3.9,28.2,85.6,45.3,B,121,52,97,4.99
B001274,M03,afternoon,4.3,16.3,102.2,43.3,B,125,104,739,6.43
B001275,M07,afternoon,8.9,14.4,76.8,36.2,A,17,63,521,4.31
B001276,M05,morning,2.8,25.2,116.1,39.8,C,136,65,708,8.2
B001277,M06,night,6.8,13.7,98.4,43.0,A,97,67,793,6.73
B001278,M11,afternoon,1.2,20.0,82.3,,A,28,70,872,3.31
B001279,M08,night,1.3,28.9,96.8,50.4,A,83,62,98,6.62
B001280,M04,night,2.0,17.4,106.9,42.9,A,178,109,400,8.23
B001281,M12,afternoon,2.4,31.0,90.2,50.4,B,12,50,85,5.89
B001282,M09,night,6.7,10.7,76.7,56.8,C,88,31,367,10.24
B001283,M04,afternoon,4.3,27.2,98.5,55.6,A,14,74,210,4.96
B001284,M01,afternoon,0.9,15.1,109.1,51.3,B,37,57,673,4.96
B001285,M02,afternoon,4.6,21.0,102.8,50.0,C,108,98,330,8.17
B001286,M03,afternoon,4.6,23.1,104.8,34.4,B,106,104,510,5.99
B001287,M02,afternoon,0.1,20.6,111.5,47.1,C,95,114,525,9.95
B001288,M12,morning,9.4,20.7,119.0,34.2,B,105,102,123,6.14
B001289,M01,night,2.2,14.7,67.7,55.2,C,130,79,837,10.47
B001290,M12,morning,6.7,29.1,84.1,47.9,B,84,55,493,5.28
B001291,M10,morning,5.7,15.9,102.0,56.3,A,112,113,78,5.67
B001292,M01,morning,1.6,15.8,103.3,56.8,A,160,47,145,5.1
B001293,M06,afternoon,8.3,21.5,81.4,49.4,B,89,115,792,5.68
B001294,M01,morning,5.2,18.5,90.6,38.2,C,22,116,939,9.55
B001295,M04,night,8.2,26.2,120.7,22.6,A,78,78,728,6.45
B001296,M04,afternoon,11.0,19.3,95.8,50.4,B,125,117,330,7.59
B001297,M09,night,1.9,22.0,102.5,43.3,A,57,33,524,4.28
B001298,M03,morning,4.9,22.6,121.5,53.0,A,62,7,311,3.5
B001299,M10,afternoon,1.2,26.9,101.1,52.0,A,8,62,232,4.53
B001300,M09,afternoon,8.2,19.4,109.4,51.0,C,167,38,871,6.97
B001301,M12,morning,0.9,13.6,106.9,47.5,C,14,108,130,9.93
B001302,M07,morning,1.5,18.0,96.0,28.4,B,155,80,459,7.19
B001303,M05,night,2.6,27.7,95.3,57.6,A,104,15,200,5.68
B001304,M09,afternoon,3.9,23.7,114.2,32.4,C,133,73,516,7.58
B001305,M09,night,6.9,20.1,99.9,38.5,A,104,89,366,4.37
B001306,M03,afternoon,1.0,22.3,87.9,41.7,A,17,46,420,2.34
B001307,M04,morning,4.8,20.7,113.0,45.2,A,9,113,554,1.89
B001308,M08,night,2.5,25.9,65.7,41.8,A,49,88,354,6.15
B001309,M11,night,3.8,23.7,118.9,39.4,A,78,86,381,5.98
B001310,M07,afternoon,9.2,20.6,97.8,53.0,A,172,38,325,5.99
B001311,M11,morning,4.3,26.6,100.1,31.7,A,170,113,580,6.95
B001312,M07,morning,5.7,27.9,101.0,40.9,C,28,80,685,8.42
B001313,M08,night,0.7,17.4,116.0,24.0,C,34,86,887,10.56
B001314,M05,morning,2.2,17.5,102.1,34.7,C,170,96,994,10.44
B001315,M08,morning,3.9,34.0,99.7,29.4,B,138,118,173,8.9
B001316,M01,morning,1.2,25.1,88.6,52.3,B,67,82,712,5.32
B001317,M08,night,0.9,30.3,91.4,46.9,B,91,115,899,6.77
B001318,M05,afternoon,2.2,26.5,107.7,36.9,C,6,29,165,7.8
B001319,M08,afternoon,3.9,24.3,102.7,13.0,A,140,75,234,6.36
B001320,M12,afternoon,6.6,11.3,120.2,29.7,B,147,54,190,8.29
B001321,M06,night,6.6,15.9,90.2,34.0,A,49,72,517,5.36
B001322,M09,morning,3.6,25.3,86.2,41.4,A,14,105,808,3.6
B001323,M09,morning,4.3,17.5,103.6,52.6,B,177,107,746,6.61
B001324,M03,morning,1.1,21.3,99.0,30.6,C,87,8,714,5.06
B001325,M12,morning,12.7,26.6,,31.5,C,65,92,712,6.9
B001326,M07,morning,9.9,22.7,93.8,28.2,A,5,114,840,3.0
B001327,M09,afternoon,5.1,24.0,108.5,45.0,A,113,71,770,4.98
B001328,M02,morning,3.2,28.9,84.2,23.3,C,174,72,506,9.46
B001329,M04,night,8.0,29.4,86.3,27.3,B,123,85,727,6.66
B001330,M12,morning,12.8,21.7,91.3,49.7,A,173,117,88,4.34
B001331,M07,night,5.6,28.4,91.5,60.2,B,119,8,65,5.97
B001332,M01,morning,6.7,17.2,109.5,45.6,B,126,96,482,5.02
B001333,M08,morning,2.6,23.1,93.3,41.9,B,95,114,521,6.33
B001334,M11,night,1.3,24.8,119.6,66.8,C,146,2,821,10.82
B001335,M01,night,3.7,21.5,87.5,39.8,A,122,51,410,4.3
B001336,M03,morning,6.1,20.9,104.4,39.8,A,107,84,294,6.26
B001337,M06,night,1.1,16.4,99.5,39.6,A,122,10,931,4.67
B001338,M05,night,12.1,21.8,100.0,60.0,A,164,23,710,4.04
B001339,M02,afternoon,5.8,14.0,70.5,50.4,A,133,45,956,5.37
B001340,M03,afternoon,6.7,21.3,86.8,50.3,A,75,111,648,4.38
B001341,M07,morning,0.6,22.3,98.0,48.3,A,130,61,293,2.55
B001342,M08,morning,2.7,25.7,76.4,40.4,A,161,106,336,6.28
B001343,M02,morning,4.3,16.1,64.9,41.8,A,121,119,726,5.95
B001344,M09,morning,1.6,23.7,85.2,35.4,C,95,74,199,7.81
B001345,M05,afternoon,15.5,24.8,104.0,41.0,B,164,72,275,5.73
B001346,M12,morning,9.5,21.9,105.7,,B,68,83,773,4.66
B001347,M12,morning,4.5,24.2,85.3,43.0,A,161,5,761,2.25
B001348,M08,morning,7.3,23.3,97.6,53.1,A,97,36,674,3.17
B001349,M01,afternoon,3.2,9.0,105.1,47.6,B,8,8,334,4.18
B001350,M02,afternoon,8.5,17.4,115.9,46.9,A,11,18,117,3.49
B001351,M04,night,3.7,32.7,115.4,36.3,A,176,48,744,8.99
B001352,M06,night,11.6,25.3,110.9,32.7,A,49,110,294,4.43
B001353,M05,night,2.5,19.0,93.5,33.7,C,143,103,75,12.57
B001354,M10,morning,1.3,23.8,99.4,55.9,A,117,47,587,4.33
B001355,M08,morning,4.0,25.6,100.9,27.7,A,107,43,717,4.27
B001356,M04,afternoon,2.3,29.7,97.4,46.9,B,92,116,440,7.63
B001357,M12,morning,5.6,20.1,83.5,46.9,C,109,118,449,8.66
B001358,M11,morning,1.9,19.0,117.3,38.2,B,140,68,484,6.05
B001359,M08,night,15.5,19.5,105.2,44.6,A,70,1,751,1.47
B001360,M03,afternoon,1.2,19.1,110.4,46.7,B,116,46,886,3.93
B001361,M11,afternoon,5.8,19.0,107.9,33.4,A,78,65,137,3.4
B001362,M09,afternoon,3.1,22.9,94.8,37.1,B,122,87,224,5.56
B001363,M02,night,10.5,19.9,82.0,43.7,A,68,117,874,4.4
B001364,M03,night,3.3,21.7,109.0,44.0,A,36,77,372,5.26
B001365,M04,night,3.2,31.4,108.2,30.8,B,170,58,682,9.3
B001366,M08,morning,3.0,17.2,103.5,45.0,A,172,60,81,4.89
B001367,M11,afternoon,5.9,23.7,125.8,45.4,B,108,60,402,5.18
B001368,M02,morning,3.0,16.3,93.2,54.2,A,116,73,611,5.25
B001369,M01,night,2.7,26.6,96.2,43.9,B,29,38,374,4.78
B001370,M09,morning,1.2,27.6,102.5,40.1,B,133,23,309,2.93
B001371,M06,morning,2.1,17.7,94.0,51.8,B,138,96,330,8.17
B001372,M01,night,7.1,18.5,97.2,55.3,B,22,88,693,5.91
B001373,M06,afternoon,2.3,25.3,112.4,30.3,B,125,111,609,7.81
B001374,M01,morning,4.6,20.6,92.2,38.9,A,29,84,328,3.22
B001375,M12,morning,0.7,29.1,93.0,23.0,B,114,51,87,4.68
B001376,M11,afternoon,6.9,16.0,106.9,34.5,B,141,106,301,6.94
B001377,M06,afternoon,17.7,27.4,84.2,59.0,A,48,109,726,3.68
B001378,M10,afternoon,1.5,33.2,99.0,33.4,A,155,78,840,7.13
B001379,M11,morning,1.9,24.0,98.4,48.8,B,111,16,797,3.08
B001380,M01,afternoon,3.3,18.8,107.5,48.2,B,177,107,992,8.39
B001381,M08,morning,0.9,18.1,109.6,38.3,B,147,80,290,7.48
B001382,M03,night,1.6,21.2,98.1,39.5,B,113,30,752,5.63
B001383,M04,afternoon,6.6,25.4,99.0,58.0,B,30,36,182,4.69
B001384,M08,night,4.1,14.5,99.6,53.5,A,171,14,904,6.78
B001385,M02,morning,4.1,20.5,96.3,66.5,A,98,12,972,2.78
B001386,M12,night,0.7,22.7,115.5,18.5,C,75,46,518,8.39
B001387,M06,night,1.2,29.8,106.0,49.4,B,38,74,652,7.19
B001388,M11,afternoon,2.8,31.3,115.2,20.2,A,92,73,328,6.78
B001389,M01,night,9.5,21.3,89.5,43.7,B,99,65,709,4.33
B001390,M10,afternoon,2.7,16.5,115.0,41.8,B,8,71,274,3.78
B001391,M05,night,4.8,22.7,101.4,32.6,B,115,68,650,6.28
B001392,M09,night,2.3,22.9,108.2,38.0,C,8,74,487,8.36
B001393,M07,night,4.0,27.9,77.1,41.0,B,146,88,286,8.33
B001394,M07,morning,12.6,19.8,119.5,48.4,C,92,104,773,8.63
B001395,M07,morning,5.3,17.1,105.3,32.6,B,90,57,811,5.42
B001396,M06,afternoon,3.3,21.9,122.4,36.6,B,73,74,116,5.28
B001397,M06,afternoon,6.3,20.3,113.3,49.2,B,167,45,507,5.54
B001398,M12,morning,6.2,20.2,75.4,51.2,B,134,100,676,6.78
B001399,M12,afternoon,5.8,17.7,118.3,,A,164,88,300,7.44
B001400,M08,morning,2.7,15.7,102.2,45.7,B,148,20,300,5.31
B001401,M02,night,1.0,25.1,107.7,50.3,A,147,86,613,7.68
B001402,M01,afternoon,3.6,23.3,106.5,41.8,B,150,15,421,4.71
B001403,M12,morning,1.7,18.0,98.8,58.0,B,100,63,889,4.4
B001404,M03,morning,1.5,26.1,95.1,34.7,B,58,104,709,4.34
B001405,M09,night,4.7,12.8,108.5,43.3,A,34,74,787,7.21
B001406,M09,morning,3.9,20.0,90.0,46.5,A,49,6,874,2.35
B001407,M10,afternoon,6.3,23.1,100.3,48.9,B,117,61,726,5.65
B001408,M04,night,5.7,27.5,116.8,53.4,B,76,96,591,8.73
B001409,M08,night,6.2,19.2,85.4,42.0,A,127,75,304,5.12
B001410,M06,morning,16.1,27.6,97.6,52.9,A,103,105,297,5.23
B001411,M03,afternoon,2.7,18.7,114.0,29.9,A,89,47,315,4.52
B001412,M09,night,5.5,26.1,90.2,46.5,A,42,59,110,4.16
B001413,M10,morning,4.6,30.4,77.1,25.1,A,174,97,839,4.35
B001414,M07,afternoon,0.7,17.0,76.2,41.7,C,97,75,940,7.69
B001415,M11,night,3.6,22.8,94.4,69.0,A,18,84,809,6.22
B001416,M08,morning,1.5,24.7,120.2,46.7,B,71,30,327,6.04
B001417,M10,morning,7.1,15.8,90.8,39.2,A,153,85,868,4.12
B001418,M10,morning,2.6,24.2,96.5,49.1,A,57,47,627,0.93
B001419,M11,morning,2.1,19.2,100.6,43.5,B,162,117,951,8.96
B001420,M08,morning,9.2,17.8,113.3,32.8,C,46,52,766,6.68
B001421,M01,morning,5.0,19.9,110.3,25.6,A,113,60,397,3.26
B001422,M12,afternoon,5.9,19.5,98.2,43.9,B,93,1,590,2.43
B001423,M12,night,4.7,26.0,107.2,42.1,B,159,114,619,7.92
B001424,M09,night,1.6,22.0,112.7,41.5,B,51,19,433,6.11
B001425,M12,night,1.1,33.6,80.3,,B,38,47,586,7.38
B001426,M03,night,5.8,19.3,95.5,,C,43,42,753,6.16
B001427,M11,morning,8.6,24.4,85.6,51.4,A,62,109,338,3.18
B001428,M02,afternoon,3.3,21.2,91.3,40.8,B,48,77,265,6.35
B001429,M08,night,8.8,15.6,107.8,45.5,C,33,67,568,9.22
B001430,M07,night,3.3,30.0,85.6,55.3,A,104,82,786,5.58
B001431,M11,afternoon,2.8,22.6,127.7,53.1,B,57,68,985,4.41
B001432,M07,afternoon,4.4,18.1,107.9,50.1,B,28,48,881,4.25
B001433,M08,night,1.9,24.0,93.0,39.5,A,30,104,938,6.5
B001434,M04,afternoon,6.6,27.2,98.4,55.4,A,21,64,362,3.28
B001435,M06,night,9.1,17.8,84.5,58.5,C,30,114,543,10.77
B001436,M05,night,1.7,22.3,82.3,53.2,B,169,7,325,6.28
B001437,M12,afternoon,2.7,27.2,95.4,74.4,A,6,23,282,0.19
B001438,M07,morning,9.1,22.8,115.7,52.5,C,171,55,103,8.67
B001439,M03,night,2.3,24.8,83.1,56.5,A,134,15,843,4.71
B001440,M01,night,2.2,20.7,114.8,51.4,A,51,28,427,3.52
B001441,M11,morning,11.4,14.1,97.8,43.7,A,55,93,864,4.6
B001442,M08,night,12.9,20.7,102.9,33.2,C,17,37,287,6.3
B001443,M06,morning,4.8,19.2,100.9,37.3,A,110,42,584,3.73
B001444,M04,night,4.5,21.5,109.3,37.4,C,14,13,433,6.14
B001445,M04,night,13.2,19.3,113.2,32.9,C,125,16,494,7.41
B001446,M08,morning,9.4,22.9,97.4,42.1,A,82,106,663,4.98
B001447,M07,night,13.5,20.3,106.1,45.0,B,121,27,222,5.22
